dpd_5_cnt,dpd_15_cnt,dpd_30_cnt,close_loans_cnt,payment_type_1,payment_type_2,payment_type_3,past_billings_cnt,age,gender,bad_flag,score_combined,has_overdue_info
,,,2.0,7,5,0,12.0,44,0,0,627.0548438959104,0
,,,1.0,0,6,0,6.0,26,0,0,,0
1.0,1.0,0.0,2.0,1,3,1,3.0,29,0,0,588.4146771444388,1
,,,1.0,0,0,0,,26,0,0,607.5484632707455,0
3.0,1.0,0.0,1.0,8,0,1,6.0,29,0,1,539.4750274741252,1
,,,1.0,0,0,5,6.0,26,0,0,571.2612163531361,0
,,,1.0,0,4,0,3.0,29,0,0,557.6652582362941,0
,,,0.0,0,1,0,1.0,37,0,0,632.9521775533601,0
1.0,1.0,0.0,0.0,0,4,0,5.0,28,1,0,499.7815282397543,1
,,,1.0,0,0,3,3.0,28,1,0,478.4570666118734,0
,,,0.0,0,2,0,2.0,26,0,0,597.3232248434088,0
,,,2.0,0,7,0,7.0,22,1,0,532.5176678766458,0
,,,1.0,0,5,0,6.0,49,0,0,596.9139787876043,0
1.0,0.0,0.0,0.0,0,6,0,4.0,45,0,0,557.289896760833,1
,,,0.0,0,1,0,,27,0,0,616.7108656983075,0
,,,0.0,0,2,0,2.0,39,0,0,628.7369060241323,0
,,,1.0,0,7,0,7.0,28,1,0,548.7031475215347,0
,,,6.0,0,19,0,16.0,24,0,0,627.0548438959104,0
,,,0.0,0,0,0,,59,0,0,677.4978576974895,0
,,,0.0,3,0,0,3.0,25,0,0,582.8206350320019,0
,,,2.0,0,0,6,6.0,28,0,0,627.0548438959104,0
,,,0.0,0,0,2,1.0,46,0,0,616.7108656983075,0
,,,1.0,0,5,0,6.0,43,0,0,593.9829113069153,0
1.0,1.0,0.0,0.0,0,1,0,1.0,56,0,0,622.5730294347911,1
,,,1.0,0,6,1,6.0,27,0,0,596.3850700849613,0
,,,1.0,0,4,0,4.0,52,0,0,595.4785482889718,0
2.0,1.0,1.0,1.0,0,8,0,6.0,35,0,0,576.3070450862916,1
,,,1.0,1,1,0,2.0,51,1,0,600.7675143043672,0
,,,1.0,0,4,0,4.0,53,0,0,640.9281976341432,0
,,,1.0,0,3,0,3.0,47,0,0,612.2197381784796,0
,,,0.0,0,2,0,2.0,34,0,0,634.3876080519926,0
,,,1.0,0,5,0,2.0,54,0,0,602.2109383804236,0
,,,0.0,0,2,0,2.0,38,0,0,468.4351526788922,0
4.0,2.0,0.0,4.0,0,12,0,8.0,38,0,0,587.2072934244377,1
,,,1.0,0,3,0,3.0,28,0,1,507.6876088479735,0
1.0,1.0,1.0,1.0,0,0,3,3.0,33,0,0,595.970448330932,1
,,,1.0,0,4,0,4.0,18,0,1,522.4744268372273,0
,,,1.0,0,7,0,7.0,30,0,0,612.2197381784796,0
,,,1.0,0,4,0,4.0,40,0,0,612.2197381784796,0
,,,1.0,0,3,0,3.0,25,0,0,572.6966468517686,0
,,,3.0,13,0,0,14.0,32,0,0,634.3876080519926,0
,,,3.0,0,9,0,8.0,48,0,0,600.5436816987657,0
,,,0.0,0,2,0,2.0,38,0,0,577.5622544322737,0
,,,0.0,0,1,0,1.0,57,0,0,602.7246452939395,0
1.0,1.0,1.0,4.0,0,11,0,9.0,32,1,0,610.3941087217587,1
,,,5.0,0,13,0,12.0,32,0,0,568.1234134839351,0
3.0,2.0,1.0,3.0,0,5,5,9.0,25,0,0,510.3236526561964,1
,,,1.0,0,3,0,3.0,37,1,0,567.8183373868937,0
,,,3.0,0,8,0,7.0,24,1,0,520.1858520394253,0
1.0,0.0,0.0,2.0,0,10,0,9.0,37,1,0,579.4551059492563,1
1.0,0.0,0.0,2.0,3,2,3,8.0,31,1,0,557.619751981767,1
,,,0.0,0,3,0,2.0,20,1,0,532.5176678766458,0
,,,1.0,2,0,0,3.0,21,0,0,541.7794137059703,0
,,,1.0,0,1,2,3.0,28,1,0,517.449430819286,0
,,,1.0,0,3,0,3.0,36,0,0,629.3059978026895,0
,,,3.0,0,6,1,6.0,31,1,0,560.0334025108979,0
,,,0.0,0,1,0,1.0,40,0,0,600.5436816987657,0
,,,0.0,0,4,0,2.0,20,0,0,526.0792554637613,0
,,,0.0,0,5,0,5.0,28,0,0,568.0092364338967,0
,,,1.0,0,4,0,4.0,29,0,0,545.1348178008499,0
,,,0.0,0,4,0,4.0,30,0,0,490.3332661149237,0
,,,0.0,0,4,0,2.0,33,0,0,573.6829236435293,0
,,,1.0,1,0,0,1.0,30,1,1,578.0589633679751,0
,,,0.0,0,0,3,3.0,31,0,0,600.5436816987657,0
3.0,1.0,0.0,1.0,3,4,0,9.0,18,0,0,,1
,,,1.0,0,3,0,3.0,29,0,0,626.9514916793889,0
,,,3.0,1,12,0,13.0,40,0,0,653.280525761654,0
,,,1.0,0,2,0,3.0,26,0,0,588.5313149452869,0
,,,0.0,0,2,1,2.0,20,0,0,488.0846811378218,0
,,,0.0,2,3,0,5.0,30,0,0,594.532000819258,0
,,,0.0,0,2,0,1.0,23,0,0,542.9650277992671,0
,,,0.0,0,3,0,3.0,18,0,0,,0
,,,3.0,0,8,0,7.0,26,0,0,609.6813930872381,0
,,,2.0,0,4,0,4.0,31,0,0,561.8560937233443,0
,,,2.0,0,9,0,8.0,34,0,0,502.45056594210746,0
2.0,1.0,0.0,3.0,0,17,0,14.0,28,0,0,568.1234134839351,1
1.0,0.0,0.0,2.0,3,1,4,6.0,22,0,0,578.7641599414397,1
,,,0.0,0,3,0,3.0,43,0,0,615.275435199675,0
,,,0.0,0,1,0,1.0,23,0,0,539.8272249300662,0
,,,1.0,0,0,5,4.0,31,0,0,578.5073133581037,0
,,,0.0,0,0,1,,40,0,0,577.4438614831972,0
,,,0.0,0,0,0,,22,0,0,545.9380253197745,0
,,,0.0,0,1,0,,26,0,0,538.1706875031932,0
,,,0.0,0,5,0,5.0,35,0,0,512.2085868372035,0
,,,0.0,0,1,0,1.0,52,0,0,571.2631439719459,0
,,,2.0,0,5,0,6.0,56,0,0,639.4927671355108,0
,,,3.0,0,8,0,9.0,45,0,0,634.3876080519926,0
,,,1.0,0,3,0,3.0,42,0,0,653.280525761654,0
,,,1.0,0,5,0,3.0,29,1,0,508.0609190528736,0
,,,0.0,0,1,0,1.0,42,0,0,619.6558545510832,0
,,,1.0,0,0,3,3.0,32,0,0,557.4141273766304,0
1.0,0.0,0.0,2.0,9,0,0,8.0,35,0,0,641.0854064989247,1
,,,6.0,0,0,17,13.0,41,0,0,612.2197381784796,0
1.0,1.0,1.0,3.0,0,8,0,8.0,39,0,0,502.45056594210746,1
1.0,0.0,0.0,1.0,3,0,0,3.0,22,0,0,535.7707498395042,1
,,,1.0,0,0,3,3.0,48,0,0,590.3764062184953,0
,,,1.0,6,1,0,7.0,32,0,0,545.1348178008499,0
,,,2.0,2,0,6,12.0,23,0,0,572.6966468517686,0
,,,1.0,0,3,0,3.0,32,0,0,600.5436816987657,0
,,,1.0,0,10,0,10.0,35,0,0,510.4787045677114,0
,,,1.0,0,3,0,3.0,46,1,0,574.7651560118072,0
,,,5.0,0,20,0,14.0,38,0,0,611.1168235858707,0
,,,3.0,12,0,0,10.0,30,0,0,548.559069911704,0
,,,4.0,0,8,0,11.0,22,0,0,547.3734558184071,0
,,,2.0,0,6,0,6.0,54,0,0,599.5593325258149,0
,,,7.0,18,6,3,18.0,39,0,0,634.3876080519926,0
,,,0.0,0,2,0,2.0,32,0,0,627.0548438959104,0
,,,1.0,0,4,0,3.0,60,0,0,612.2798116243333,0
,,,3.0,0,9,0,9.0,37,0,0,645.9477616055716,0
,,,1.0,0,0,3,3.0,46,1,0,611.6102840777347,0
,,,0.0,0,0,1,1.0,27,0,0,609.6813930872381,0
,,,1.0,0,0,1,3.0,28,1,0,603.0613445656762,0
,,,2.0,0,9,0,9.0,39,0,0,596.3850700849613,0
,,,2.0,0,5,8,12.0,29,0,0,532.7752508671955,0
2.0,1.0,0.0,2.0,0,6,3,7.0,26,1,0,534.6268948555263,1
,,,0.0,0,2,0,2.0,26,0,0,547.0492707797516,0
,,,0.0,0,0,1,1.0,41,0,1,436.2521492000308,0
,,,0.0,3,0,1,4.0,23,1,1,566.3829068882611,0
,,,0.0,0,1,0,1.0,60,1,0,596.1942809365337,0
,,,1.0,0,0,3,3.0,36,0,0,600.5436816987657,0
,,,1.0,0,3,0,3.0,32,0,0,533.4898488817404,0
,,,1.0,0,1,2,3.0,30,0,0,667.3110883646683,0
,,,2.0,0,4,0,6.0,56,0,0,661.5509976132968,0
,,,1.0,2,1,0,3.0,30,0,0,580.6849118427522,0
,,,1.0,0,8,0,7.0,24,1,0,532.4492963708782,0
,,,2.0,0,6,0,5.0,63,0,0,626.1964441332337,0
2.0,1.0,0.0,0.0,0,4,0,3.0,29,0,0,471.7064586820813,1
,,,0.0,0,1,0,1.0,31,0,0,564.9671223278916,0
,,,1.0,0,3,0,3.0,35,0,0,612.3230903950008,0
,,,4.0,0,11,1,10.0,35,0,0,,0
0.0,1.0,0.0,0.0,0,3,0,2.0,29,0,0,535.4793713033255,1
,,,1.0,0,0,3,3.0,28,0,0,566.6879829853025,0
,,,2.0,5,4,0,7.0,30,0,0,592.5474808082828,0
,,,1.0,0,2,0,3.0,32,0,0,604.8840357781229,0
1.0,1.0,0.0,1.0,0,4,0,3.0,29,0,0,563.5156481632588,1
,,,0.0,0,5,0,5.0,41,0,0,,0
,,,0.0,0,5,0,5.0,58,0,0,642.6580799036352,0
,,,0.0,0,2,0,2.0,57,0,0,640.9281976341432,0
,,,0.0,0,2,0,1.0,30,0,0,571.2612163531361,0
1.0,0.0,0.0,0.0,0,0,4,5.0,21,0,0,510.53799552151634,1
,,,0.0,0,4,0,4.0,22,0,1,475.19978310806687,0
,,,0.0,0,4,0,4.0,33,0,0,525.2104580686209,0
,,,0.0,0,1,0,1.0,38,0,0,488.6742788723883,0
,,,2.0,5,0,0,6.0,23,0,0,616.7108656983075,0
,,,1.0,0,8,0,8.0,28,0,0,611.1168235858707,0
,,,1.0,0,0,3,3.0,35,0,0,573.3521476866698,0
,,,2.0,0,7,1,8.0,40,0,0,612.2197381784796,0
,,,1.0,0,0,1,1.0,27,0,0,506.19992297073736,0
,,,0.0,0,6,0,5.0,43,0,0,634.3876080519926,0
,,,1.0,0,5,1,6.0,28,1,0,608.9586782231262,0
,,,1.0,0,4,0,3.0,29,0,0,596.1158411234079,0
,,,0.0,0,2,0,2.0,26,0,0,573.6829236435293,0
1.0,1.0,0.0,2.0,0,5,0,5.0,37,0,0,632.9521775533601,1
,,,0.0,2,0,0,2.0,21,1,0,517.7859143757363,0
,,,2.0,0,6,0,6.0,33,1,0,577.9856128671641,0
,,,0.0,0,1,0,2.0,27,0,0,597.3232248434088,0
,,,0.0,0,2,0,1.0,21,0,1,541.7794137059703,0
,,,0.0,0,4,0,4.0,28,0,0,569.2263280765441,0
,,,0.0,0,2,0,1.0,23,1,1,579.3729213324838,0
,,,1.0,0,3,0,3.0,59,0,0,649.8367453331134,0
,,,1.0,0,4,0,3.0,27,1,0,558.4292584231024,0
1.0,1.0,1.0,3.0,0,7,4,12.0,25,1,0,517.4617293370809,1
,,,2.0,0,1,4,7.0,33,0,0,537.3612106735511,0
,,,1.0,4,0,3,7.0,37,0,0,457.2038688706743,0
2.0,0.0,0.0,4.0,0,0,14,12.0,35,0,0,590.3764062184953,1
,,,0.0,0,2,0,2.0,45,0,0,616.7108656983075,0
,,,1.0,0,5,0,4.0,52,0,0,624.7610136346011,0
,,,1.0,0,6,0,6.0,45,1,0,587.1233242556367,0
,,,1.0,0,5,0,4.0,41,0,0,497.8119902608609,0
,,,0.0,0,0,2,1.0,24,0,0,625.6194133972778,0
,,,0.0,0,5,0,5.0,45,0,0,601.9791121973982,0
,,,4.0,0,8,6,14.0,27,0,0,634.3876080519926,0
1.0,1.0,0.0,0.0,0,5,0,5.0,32,0,0,588.5313149452869,1
,,,0.0,0,4,0,2.0,55,0,1,541.653926912148,0
,,,3.0,0,6,0,7.0,64,0,0,624.7610136346011,0
,,,2.0,0,7,0,7.0,59,0,0,645.0893618428951,0
,,,1.0,0,0,0,3.0,26,0,0,458.7134272248173,0
1.0,1.0,1.0,0.0,0,2,4,6.0,40,0,0,597.1945765262967,1
,,,2.0,0,7,0,7.0,26,0,0,572.4755399235282,0
4.0,1.0,0.0,1.0,0,6,0,6.0,25,0,0,603.3664206627177,1
,,,0.0,0,0,3,2.0,31,0,0,558.9857020954623,0
,,,2.0,0,6,0,6.0,30,1,0,557.619751981767,0
,,,0.0,0,6,0,5.0,37,0,0,632.9521775533601,0
1.0,1.0,0.0,0.0,0,2,0,2.0,41,0,0,665.8756578660358,1
2.0,2.0,0.0,1.0,0,4,0,3.0,50,0,0,590.8707829682953,1
,,,1.0,0,6,0,5.0,40,0,0,496.07326821721534,0
,,,3.0,0,11,0,10.0,40,0,0,570.7376940129443,0
,,,3.0,0,9,0,8.0,48,0,0,620.8720299070594,0
,,,1.0,0,3,0,3.0,43,0,0,560.8305710044189,0
,,,0.0,0,1,0,2.0,36,0,0,584.0269018411319,0
,,,0.0,0,0,0,,62,1,0,501.5167968716976,0
,,,1.0,0,6,0,5.0,50,0,0,620.602402020797,0
,,,0.0,0,3,0,3.0,61,0,0,588.8430331756782,0
,,,0.0,0,2,0,2.0,44,0,0,651.8450952630212,0
,,,0.0,0,0,2,2.0,40,0,1,471.7064586820813,0
,,,2.0,0,15,0,13.0,50,0,0,636.1997979122032,0
,,,1.0,0,3,0,3.0,35,0,0,575.0702321088487,0
1.0,0.0,0.0,0.0,0,4,3,6.0,20,0,0,461.7615420720168,1
1.0,0.0,0.0,1.0,0,4,0,3.0,43,0,0,601.9791121973982,1
,,,0.0,0,1,0,1.0,35,0,0,632.9521775533601,0
,,,0.0,0,2,0,1.0,35,0,1,572.6966468517686,0
,,,0.0,0,3,0,2.0,36,1,0,586.8941605661342,0
,,,1.0,0,3,0,3.0,22,1,0,510.0563898518593,0
,,,4.0,14,0,0,11.0,33,0,0,612.3230903950008,0
1.0,0.0,0.0,1.0,0,0,11,11.0,22,1,0,483.6745767811902,1
,,,3.0,4,6,4,9.0,54,0,0,568.5862671698527,0
,,,3.0,0,6,1,6.0,28,0,0,653.280525761654,0
1.0,1.0,1.0,0.0,0,2,2,3.0,34,0,0,576.5878472242539,1
,,,1.0,0,3,0,3.0,24,0,1,609.6813930872381,0
2.0,1.0,0.0,2.0,0,13,0,12.0,26,0,0,515.1854410695331,1
,,,0.0,0,2,0,2.0,53,0,0,626.1964441332337,0
,,,0.0,0,1,0,1.0,35,0,0,627.0548438959104,0
,,,2.0,12,0,0,12.0,23,1,0,603.0613445656762,0
1.0,1.0,1.0,0.0,0,2,0,2.0,49,1,0,609.9052256928397,1
,,,0.0,0,2,0,2.0,26,1,1,510.8898064892152,0
,,,0.0,0,0,0,,31,1,1,495.00045131229433,0
1.0,1.0,0.0,1.0,5,0,0,3.0,45,1,1,,1
,,,0.0,0,5,0,5.0,29,0,0,585.9929698540457,0
,,,0.0,0,2,0,2.0,43,1,0,569.9124686741974,0
,,,1.0,0,7,0,7.0,28,1,0,612.0761708499806,0
,,,0.0,0,1,0,1.0,30,0,0,470.7509922508909,0
,,,0.0,0,1,0,1.0,53,0,0,602.5080209000413,0
3.0,0.0,0.0,1.0,2,5,0,6.0,23,0,0,576.9286089663839,1
,,,0.0,0,1,0,,59,0,0,658.3856848451719,0
,,,0.0,0,0,0,,60,1,0,549.9549933423943,0
,,,,0,0,0,,23,0,0,618.2204240524505,0
,,,0.0,0,0,0,,31,0,0,604.5935658711237,0
,,,0.0,0,1,0,1.0,42,0,0,619.6558545510832,0
,,,3.0,0,6,1,6.0,25,0,0,600.5436816987657,0
,,,2.0,0,5,0,5.0,24,0,0,632.9521775533601,0
,,,2.0,0,13,0,11.0,35,0,0,517.8026289496404,0
,,,1.0,0,0,0,1.0,28,0,0,568.1234134839351,0
,,,1.0,0,4,0,3.0,63,0,0,667.0326207042526,0
,,,3.0,0,1,9,10.0,27,0,0,,0
,,,2.0,0,5,0,6.0,39,0,0,601.9791121973982,0
,,,0.0,0,1,0,1.0,37,1,0,445.80550164482224,0
,,,2.0,0,10,0,8.0,35,0,0,517.8026289496404,0
,,,10.0,0,18,0,17.0,21,1,0,527.1400663329579,0
,,,1.0,0,4,0,1.0,59,0,0,658.3856848451719,0
,,,1.0,0,6,0,6.0,30,1,0,557.2451954997886,0
,,,0.0,0,6,0,5.0,26,0,0,634.3876080519926,0
,,,10.0,0,16,0,16.0,21,1,0,527.1400663329579,0
1.0,1.0,1.0,0.0,0,0,7,7.0,35,0,0,582.8206350320019,1
,,,1.0,0,3,0,3.0,27,0,0,572.6966468517686,0
,,,0.0,0,4,0,2.0,57,0,0,677.4978576974895,0
,,,0.0,0,1,0,1.0,27,1,0,506.7532551657424,0
,,,2.0,0,9,0,9.0,31,1,0,629.2870264314199,0
,,,0.0,0,7,0,5.0,58,0,0,597.9347875322077,0
,,,1.0,0,6,0,7.0,20,1,0,495.3246363509498,0
,,,0.0,0,2,0,1.0,38,0,0,653.280525761654,0
,,,1.0,0,5,0,6.0,33,0,0,611.9263300272063,0
,,,0.0,0,1,0,1.0,23,0,0,607.7498570271673,0
,,,1.0,0,0,6,6.0,31,0,0,549.4375369608166,0
,,,0.0,0,0,0,1.0,41,0,0,609.6813930872381,0
,,,5.0,0,1,12,13.0,30,0,0,612.2197381784796,0
,,,0.0,0,2,0,2.0,53,1,0,660.2021568141878,0
,,,0.0,0,0,0,,52,0,0,495.92379061791695,0
,,,0.0,0,1,0,1.0,37,0,1,505.6853291224566,0
,,,3.0,0,6,0,7.0,36,0,0,514.4207172746949,0
,,,1.0,0,3,0,3.0,57,0,0,649.8367453331134,0
,,,0.0,0,1,0,,39,0,0,609.6813930872381,0
,,,1.0,0,6,0,6.0,50,1,0,603.3819679780929,0
,,,1.0,0,0,2,3.0,28,0,0,576.8552584655729,0
1.0,1.0,0.0,1.0,0,3,0,3.0,30,0,0,590.9086256645409,1
,,,2.0,17,1,0,15.0,45,0,0,630.0097412955322,0
,,,0.0,0,4,0,4.0,24,0,0,584.0614337939747,0
,,,0.0,0,2,0,2.0,31,1,0,610.3941087217587,0
,,,1.0,5,0,0,3.0,34,0,0,549.9945004103366,0
2.0,0.0,0.0,2.0,0,5,0,5.0,32,0,0,603.3664206627177,1
,,,0.0,0,0,0,,32,0,0,573.6545630986216,0
,,,1.0,0,3,0,3.0,27,0,0,578.2906889642055,0
,,,2.0,0,3,3,7.0,22,0,0,578.7641599414397,0
,,,0.0,0,2,0,2.0,28,0,0,619.6558545510832,0
2.0,0.0,0.0,1.0,0,6,0,7.0,18,0,1,,1
,,,2.0,0,5,0,7.0,42,0,0,577.9936064445881,0
,,,0.0,0,0,3,3.0,37,0,0,629.3838172382349,0
1.0,1.0,0.0,0.0,0,6,0,5.0,55,0,0,619.6901332286589,1
,,,1.0,0,4,0,6.0,26,0,0,634.3876080519926,0
,,,2.0,0,9,0,9.0,52,0,0,658.6049399878282,0
1.0,1.0,1.0,0.0,2,0,1,3.0,31,0,0,512.7945441397102,1
2.0,2.0,0.0,2.0,3,5,0,7.0,42,0,0,627.0548438959104,1
,,,1.0,0,3,0,3.0,29,0,0,601.9791121973982,0
,,,1.0,0,0,1,2.0,35,0,0,568.1234134839351,0
,,,0.0,0,0,1,1.0,24,0,0,473.1418891807138,0
1.0,1.0,1.0,0.0,0,2,1,3.0,23,0,0,610.7843076798471,1
,,,4.0,0,4,0,3.0,51,1,0,612.4435707840813,0
,,,2.0,0,6,0,6.0,24,0,0,572.6966468517686,0
,,,3.0,0,9,0,8.0,56,0,0,659.8211153438044,0
,,,1.0,0,3,0,3.0,22,0,1,540.3439832073377,0
,,,,0,0,0,,33,0,1,577.5433136554443,0
,,,0.0,0,0,2,1.0,28,1,1,561.9994705238115,0
,,,2.0,0,8,0,9.0,34,0,0,456.0192387499815,0
,,,0.0,0,6,0,5.0,23,1,0,599.7184563600188,0
,,,5.0,0,12,0,10.0,38,0,0,601.9791121973982,0
,,,1.0,0,3,0,3.0,35,0,0,590.3764062184953,0
,,,1.0,0,0,4,3.0,34,0,0,606.3144265285348,0
,,,0.0,0,1,0,1.0,55,1,1,450.25466964800376,0
2.0,0.0,0.0,4.0,1,9,0,10.0,41,0,0,593.0895482667063,1
,,,1.0,0,6,0,5.0,21,0,0,557.7174340160099,0
,,,0.0,0,2,0,2.0,25,1,0,491.1919417392991,0
1.0,0.0,0.0,2.0,7,3,0,9.0,19,0,0,541.7794137059703,1
,,,1.0,3,0,0,3.0,21,0,0,557.6140817994885,0
,,,0.0,0,0,6,5.0,31,0,0,557.4141273766304,0
,,,3.0,0,10,0,8.0,33,0,0,634.3876080519926,0
,,,1.0,0,6,0,6.0,34,0,1,585.6534318941028,0
,,,4.0,0,14,0,12.0,58,0,0,600.8051791600897,0
,,,1.0,0,7,0,7.0,35,0,0,563.5156481632588,0
,,,3.0,0,10,0,10.0,27,0,0,588.5313149452869,0
,,,2.0,0,0,10,8.0,37,0,0,566.6879829853025,0
,,,1.0,0,7,0,8.0,37,0,0,600.5436816987657,0
,,,1.0,0,6,0,6.0,36,0,0,618.2204240524505,0
1.0,0.0,0.0,3.0,0,10,0,10.0,40,1,0,594.2269247222166,1
,,,3.0,0,9,0,6.0,43,0,0,490.59937639174257,0
,,,1.0,0,7,0,7.0,62,0,0,646.2564395130357,0
,,,0.0,0,1,0,1.0,31,0,0,571.2612163531361,0
1.0,0.0,0.0,5.0,0,12,0,10.0,48,0,0,594.9496395863288,1
2.0,2.0,0.0,1.0,0,13,0,10.0,34,1,0,564.5378156150529,1
,,,4.0,0,3,0,6.0,26,0,0,593.9059680044314,0
,,,0.0,0,1,0,,38,0,0,588.4144363666293,0
,,,1.0,0,4,0,4.0,31,0,0,571.2612163531361,0
,,,0.0,0,1,0,1.0,31,0,0,615.275435199675,0
,,,1.0,0,0,4,4.0,43,1,0,535.1071894046927,0
,,,3.0,0,8,0,6.0,58,0,0,600.8051791600897,0
,,,0.0,0,5,0,5.0,52,0,0,677.4978576974895,0
,,,1.0,0,6,0,6.0,39,0,0,627.0548438959104,0
,,,2.0,0,8,0,8.0,51,0,0,600.2337265614923,0
,,,6.0,18,0,2,10.0,24,0,0,539.4750274741252,0
,,,4.0,0,12,3,11.0,27,0,0,612.3230903950008,0
,,,0.0,0,3,0,2.0,27,0,0,566.6879829853025,0
,,,0.0,0,1,0,,42,0,1,530.9303819582392,0
,,,0.0,0,2,0,2.0,47,0,0,544.3689352340174,0
,,,0.0,0,0,3,3.0,27,0,0,625.6194133972778,0
,,,0.0,0,0,0,,43,0,0,541.4429301495201,0
,,,0.0,0,0,1,,47,1,0,542.6944836550686,0
,,,0.0,0,1,0,,40,1,1,488.7895698932218,0
,,,1.0,0,11,0,10.0,37,1,0,611.6102840777347,0
,,,0.0,0,2,0,2.0,24,0,0,585.9929698540457,0
,,,5.0,0,14,0,13.0,32,1,0,546.1167700019976,0
1.0,0.0,0.0,5.0,0,18,0,17.0,31,0,0,619.6558545510832,1
,,,0.0,0,3,0,2.0,30,0,0,588.5313149452869,0
3.0,2.0,1.0,1.0,0,7,0,8.0,22,0,1,540.3439832073377,1
,,,1.0,0,3,0,3.0,31,0,0,596.4990001790754,0
,,,2.0,0,5,0,4.0,45,0,0,612.2197381784796,0
,,,1.0,0,0,0,3.0,25,0,0,590.3764062184953,0
,,,1.0,0,7,0,9.0,33,0,0,601.9791121973982,0
,,,1.0,0,4,0,4.0,53,0,0,597.9002555793649,0
1.0,1.0,1.0,4.0,1,14,0,19.0,51,0,0,,1
,,,3.0,0,10,0,10.0,41,0,0,577.8040225802301,0
,,,1.0,0,2,1,6.0,43,1,1,548.7031475215347,0
1.0,1.0,0.0,1.0,0,4,0,4.0,29,0,0,625.6194133972778,1
,,,0.0,0,3,0,3.0,35,0,0,500.72068367261534,0
,,,0.0,0,0,4,4.0,53,0,0,624.7610136346011,0
,,,0.0,0,2,0,2.0,37,0,0,577.5433136554443,0
1.0,0.0,0.0,4.0,0,12,0,11.0,31,0,0,619.6558545510832,1
,,,0.0,0,0,1,1.0,26,0,0,588.5313149452869,0
,,,0.0,0,0,5,4.0,27,0,0,601.9791121973982,0
,,,2.0,0,9,0,9.0,43,0,0,588.6555455610842,0
,,,7.0,0,16,0,14.0,43,0,0,550.2353688269822,0
,,,0.0,0,1,0,1.0,30,0,0,503.8555390286815,0
,,,1.0,0,5,0,5.0,44,0,0,620.8720299070594,0
,,,2.0,3,0,16,8.0,30,0,0,610.8876598963683,0
,,,1.0,0,7,0,8.0,27,0,0,601.9791121973982,0
,,,2.0,0,5,0,7.0,44,0,0,517.8026289496404,0
,,,0.0,0,4,0,3.0,51,0,0,651.2721758317459,0
,,,1.0,0,10,0,10.0,36,0,0,632.9521775533601,0
,,,0.0,0,2,0,2.0,32,0,0,570.7456576540362,0
,,,2.0,0,5,0,5.0,44,0,0,591.1024454624858,0
,,,1.0,0,2,0,3.0,35,0,0,601.9791121973982,0
,,,0.0,0,1,0,1.0,29,0,0,560.8305710044189,0
2.0,1.0,1.0,4.0,0,25,0,13.0,53,0,0,542.019960885476,1
,,,0.0,0,1,0,,39,0,0,532.0544183831076,0
,,,0.0,0,1,0,1.0,35,0,0,623.5489067091522,0
1.0,0.0,0.0,1.0,0,4,0,3.0,53,1,0,563.999392462796,1
,,,1.0,0,7,0,5.0,42,0,0,616.7108656983075,0
,,,0.0,0,1,0,1.0,41,0,0,601.9791121973982,0
,,,1.0,0,3,0,3.0,54,0,0,628.8821125713023,0
,,,0.0,0,0,0,2.0,27,0,0,612.2197381784796,0
,,,1.0,0,3,0,3.0,27,1,0,563.4349010224441,0
,,,1.0,0,2,0,6.0,34,0,0,619.6558545510832,0
,,,4.0,0,15,0,14.0,25,0,0,,0
,,,0.0,0,1,0,1.0,27,0,0,541.0907326935791,0
1.0,0.0,0.0,1.0,0,0,6,8.0,41,1,0,576.5501823685315,1
,,,3.0,0,0,12,9.0,33,1,0,563.8023039916577,0
,,,0.0,0,2,0,2.0,28,0,0,573.2826041542753,0
,,,0.0,0,3,0,3.0,26,0,0,588.6555455610842,0
,,,0.0,0,0,1,1.0,38,0,0,526.0207925048397,0
,,,2.0,0,0,7,6.0,41,0,0,651.8450952630212,0
,,,0.0,0,0,0,,55,0,0,572.7764018475398,0
,,,2.0,0,6,0,6.0,28,1,1,476.36134536165713,0
,,,1.0,0,0,6,6.0,30,0,0,587.4391082261483,0
,,,0.0,1,2,0,3.0,31,0,0,606.0914194981237,0
,,,3.0,0,7,0,9.0,24,0,0,542.3983965807104,0
,,,1.0,0,2,0,2.0,30,1,1,580.3688658932807,0
,,,0.0,0,1,0,1.0,41,0,0,511.06466187021806,0
,,,2.0,0,5,0,7.0,34,1,0,601.6259140670437,0
,,,0.0,0,0,3,3.0,39,0,0,566.1724242862027,0
,,,1.0,0,0,10,10.0,50,0,0,635.3341555217064,0
,,,0.0,0,1,0,1.0,47,0,0,646.9827401563746,0
4.0,2.0,1.0,1.0,0,5,0,6.0,25,0,0,596.3850700849613,1
1.0,1.0,0.0,0.0,0,3,0,3.0,32,1,0,488.7171336549417,1
,,,0.0,0,7,0,5.0,30,0,0,572.6966468517686,0
2.0,2.0,2.0,1.0,0,6,0,6.0,33,0,0,435.2135333012488,1
,,,0.0,0,5,0,5.0,34,0,0,607.646504810646,0
,,,0.0,0,2,0,2.0,27,1,0,580.8905364478887,0
,,,0.0,0,5,0,2.0,24,1,0,550.8684474883883,0
,,,0.0,0,3,0,3.0,42,0,0,490.10970937102087,0
1.0,1.0,0.0,1.0,9,0,1,4.0,32,0,0,603.3664206627177,1
,,,0.0,0,4,1,5.0,21,0,0,544.1727604514557,0
