dpd_5_cnt,dpd_15_cnt,dpd_30_cnt,close_loans_cnt,federal_district_nm,payment_type_0,payment_type_1,payment_type_2,payment_type_3,payment_type_4,payment_type_5,past_billings_cnt,score_1,score_2,age,gender,bad_flag,rep_loan_date_year,rep_loan_date_month,rep_loan_date_day,rep_loan_date_weekday,first_loan_year,first_loan_month,first_loan_day,first_loan_weekday,first_overdue_date_year,first_overdue_date_month,first_overdue_date_day,first_overdue_date_weekday
,,,0.0,6,0,3,0,1,0,0,4.0,566.3829068882611,,23,1,1,2016,9,19,1,2016,5,14,2,,,,-1
,,,0.0,2,0,0,1,0,0,0,1.0,596.1942809365337,,60,1,0,2016,3,5,2,2016,2,3,6,,,,-1
,,,1.0,2,0,0,0,3,0,0,3.0,600.5436816987657,,36,0,0,2016,9,7,6,2016,6,7,5,,,,-1
,,,1.0,4,0,0,3,0,0,0,3.0,533.4898488817404,,32,0,0,2016,8,21,3,2016,5,18,6,,,,-1
,,,1.0,3,0,0,1,2,0,0,3.0,667.3110883646683,,30,0,0,2016,3,8,5,2015,11,21,2,,,,-1
,,,2.0,1,0,0,4,0,0,0,6.0,661.5509976132968,,56,0,0,2016,11,23,6,2016,4,24,3,,,,-1
,,,1.0,3,0,2,1,0,0,0,3.0,580.6849118427522,,30,0,0,2016,4,27,6,2015,12,16,6,,,,-1
,,,1.0,4,0,0,8,0,0,0,7.0,532.4492963708782,,24,1,0,2016,7,30,2,2015,12,8,5,,,,-1
,,,2.0,0,0,0,6,0,0,0,5.0,626.1964441332337,,63,0,0,2015,10,27,5,2015,3,7,2,,,,-1
2.0,1.0,0.0,0.0,3,0,0,4,0,0,0,3.0,471.7064586820813,,29,0,0,2016,6,27,1,2016,3,9,6,2016.0,4.0,15.0,0
,,,0.0,2,0,0,1,0,0,0,1.0,564.9671223278916,,31,0,0,2016,6,15,6,2016,4,17,3,,,,-1
,,,1.0,3,0,0,3,0,0,0,3.0,612.3230903950008,,35,0,0,2016,9,21,6,2016,2,24,6,,,,-1
,,,4.0,3,0,0,11,1,0,0,10.0,,,35,0,0,2016,4,13,6,2015,6,5,0,,,,-1
0.0,1.0,0.0,0.0,3,0,0,3,0,0,0,2.0,535.4793713033255,,29,0,0,2015,6,16,5,2015,3,20,0,2015.0,6.0,1.0,1
,,,1.0,2,0,0,0,3,0,0,3.0,566.6879829853025,,28,0,0,2015,11,26,4,2015,8,21,0,,,,-1
,,,2.0,1,0,5,4,0,0,0,7.0,592.5474808082828,,30,0,0,2016,10,5,6,2016,2,23,5,,,,-1
,,,1.0,4,0,0,2,0,0,0,3.0,604.8840357781229,,32,0,0,2016,1,6,6,2015,8,31,1,,,,-1
1.0,1.0,0.0,1.0,5,0,0,4,0,0,0,3.0,563.5156481632588,,29,0,0,2016,5,11,6,2015,5,2,2,2015.0,8.0,7.0,0
,,,0.0,2,0,0,5,0,0,0,5.0,,,41,0,0,2016,3,29,5,2015,10,30,0,,,,-1
,,,0.0,5,0,0,5,0,0,0,5.0,642.6580799036352,,58,0,0,2016,1,10,3,2015,7,30,4,,,,-1
,,,0.0,2,0,0,2,0,0,0,2.0,640.9281976341432,,57,0,0,2016,6,19,3,2016,3,22,5,,,,-1
,,,0.0,0,0,0,2,0,0,0,1.0,571.2612163531361,,30,0,0,2016,12,22,4,2016,11,6,3,,,,-1
1.0,0.0,0.0,0.0,3,0,0,0,4,0,0,5.0,510.53799552151634,,21,0,0,2016,4,24,3,2015,11,10,5,2016.0,1.0,15.0,0
,,,0.0,3,0,0,4,0,0,0,4.0,475.19978310806687,,22,0,1,2015,7,14,5,2015,2,25,6,,,,-1
,,,0.0,3,0,0,4,0,0,0,4.0,525.2104580686209,,33,0,0,2016,2,25,4,2015,10,21,6,,,,-1
,,,0.0,0,0,0,1,0,0,0,1.0,488.6742788723883,,38,0,0,2016,3,30,6,2016,2,11,4,,,,-1
,,,2.0,-1,0,5,0,0,1,0,6.0,616.7108656983075,,23,0,0,2016,3,31,4,2015,7,31,0,,,,-1
,,,1.0,3,0,0,8,0,0,0,8.0,611.1168235858707,,28,0,0,2016,9,17,2,2015,3,22,3,,,,-1
,,,1.0,7,0,0,0,3,0,0,3.0,573.3521476866698,,35,0,0,2016,3,10,4,2015,11,13,0,,,,-1
,,,2.0,5,0,0,7,1,0,0,8.0,612.2197381784796,,40,0,0,2016,8,25,4,2015,10,13,5,,,,-1
,,,1.0,4,0,0,0,1,0,0,1.0,506.19992297073736,,27,0,0,2016,1,24,3,2015,11,24,5,,,,-1
,,,0.0,6,0,0,6,0,0,0,5.0,634.3876080519926,,43,0,0,2016,4,16,2,2015,10,31,2,,,,-1
,,,1.0,6,0,0,5,1,0,0,6.0,608.9586782231262,,28,1,0,2016,11,5,2,2016,4,15,0,,,,-1
,,,1.0,3,0,0,4,0,0,0,3.0,596.1158411234079,,29,0,0,2016,10,6,4,2016,5,13,0,,,,-1
,,,0.0,0,0,0,2,0,0,0,2.0,573.6829236435293,,26,0,0,2015,9,25,0,2015,6,30,5,,,,-1
1.0,1.0,0.0,2.0,3,0,0,5,0,0,0,5.0,632.9521775533601,,37,0,0,2016,5,4,6,2015,11,17,5,2016.0,1.0,22.0,0
,,,0.0,4,0,2,0,0,0,0,2.0,517.7859143757363,,21,1,0,2016,2,27,2,2015,12,29,5,,,,-1
,,,2.0,6,0,0,6,0,0,0,6.0,577.9856128671641,,33,1,0,2016,11,2,6,2016,4,13,6,,,,-1
,,,0.0,0,0,0,1,0,0,0,2.0,597.3232248434088,,27,0,0,2017,1,6,0,2016,10,26,6,,,,-1
,,,0.0,3,0,0,2,0,0,0,1.0,541.7794137059703,,21,0,1,2016,10,2,3,2016,8,7,3,,,,-1
,,,0.0,3,0,0,4,0,0,0,4.0,569.2263280765441,,28,0,0,2016,3,27,3,2015,11,17,5,,,,-1
,,,0.0,4,0,0,2,0,0,0,1.0,579.3729213324838,,23,1,1,2015,11,11,6,2015,10,3,2,,,,-1
,,,1.0,3,0,0,3,0,0,0,3.0,649.8367453331134,,59,0,0,2016,3,4,0,2015,10,14,6,,,,-1
,,,1.0,0,0,0,4,0,0,0,3.0,558.4292584231024,,27,1,0,2015,10,1,4,2015,4,27,1,,,,-1
1.0,1.0,1.0,3.0,3,0,0,7,4,0,0,12.0,517.4617293370809,,25,1,0,2016,6,29,6,2015,4,25,2,2016.0,4.0,30.0,2
,,,2.0,2,0,0,1,4,0,0,7.0,537.3612106735511,,33,0,0,2016,4,26,5,2015,7,20,1,,,,-1
,,,1.0,7,0,4,0,3,0,0,7.0,457.2038688706743,,37,0,0,2015,12,1,5,2015,4,17,0,,,,-1
2.0,0.0,0.0,4.0,4,0,0,0,14,0,0,12.0,590.3764062184953,,35,0,0,2016,9,13,5,2015,8,24,1,2016.0,4.0,1.0,0
,,,0.0,0,0,0,2,0,0,0,2.0,616.7108656983075,,45,0,0,2016,1,5,5,2015,10,17,2,,,,-1
,,,1.0,3,0,0,5,0,0,0,4.0,624.7610136346011,,52,0,0,2016,9,15,4,2016,5,5,4,,,,-1
,,,1.0,3,0,0,6,0,0,0,6.0,587.1233242556367,,45,1,0,2016,11,12,2,2016,3,19,2,,,,-1
,,,1.0,2,0,0,5,0,0,0,4.0,497.8119902608609,,41,0,0,2016,8,31,6,2016,4,15,0,,,,-1
,,,0.0,6,0,0,0,2,0,0,1.0,625.6194133972778,,24,0,0,2016,10,29,2,2016,9,15,4,,,,-1
,,,0.0,3,0,0,5,0,0,0,5.0,601.9791121973982,,45,0,0,2016,10,2,3,2016,4,3,3,,,,-1
,,,4.0,0,0,0,8,6,0,0,14.0,634.3876080519926,,27,0,0,2016,10,7,0,2015,5,4,1,,,,-1
1.0,1.0,0.0,0.0,4,0,0,5,0,0,0,5.0,588.5313149452869,,32,0,0,2016,11,6,3,2016,5,25,6,2016.0,7.0,1.0,0
,,,0.0,6,0,0,4,0,0,0,2.0,541.653926912148,,55,0,1,2016,10,28,0,2016,7,31,3,,,,-1
,,,3.0,4,0,0,6,0,0,0,7.0,624.7610136346011,,64,0,0,2016,10,22,2,2016,2,4,4,,,,-1
,,,2.0,3,0,0,7,0,0,0,7.0,645.0893618428951,,59,0,0,2016,4,30,2,2015,5,11,1,,,,-1
,,,1.0,5,0,0,0,0,0,0,3.0,458.7134272248173,,26,0,0,2016,7,27,6,2016,3,4,0,,,,-1
1.0,1.0,1.0,0.0,1,0,0,2,4,0,0,6.0,597.1945765262967,,40,0,0,2015,12,29,5,2015,6,18,4,2015.0,11.0,20.0,0
,,,2.0,2,0,0,7,0,0,0,7.0,572.4755399235282,,26,0,0,2016,12,17,2,2016,4,26,5,,,,-1
4.0,1.0,0.0,1.0,2,0,0,6,0,0,0,6.0,603.3664206627177,,25,0,0,2016,9,13,5,2015,10,22,4,2016.0,1.0,1.0,0
,,,0.0,2,0,0,0,3,0,0,2.0,558.9857020954623,,31,0,0,2016,9,16,0,2016,6,21,5,,,,-1
,,,2.0,4,0,0,6,0,0,0,6.0,557.619751981767,,30,1,0,2016,5,5,4,2015,8,22,2,,,,-1
,,,0.0,3,0,0,6,0,0,0,5.0,632.9521775533601,,37,0,0,2016,9,28,6,2016,4,14,4,,,,-1
1.0,1.0,0.0,0.0,2,0,0,2,0,0,0,2.0,665.8756578660358,,41,0,0,2016,7,4,1,2016,4,2,2,2016.0,5.0,9.0,1
2.0,2.0,0.0,1.0,6,0,0,4,0,0,0,3.0,590.8707829682953,,50,0,0,2016,8,30,5,2015,11,22,3,2016.0,1.0,30.0,2
,,,1.0,2,0,0,6,0,0,0,5.0,496.07326821721534,,40,0,0,2016,8,13,2,2016,3,10,4,,,,-1
,,,3.0,1,0,0,11,0,0,0,10.0,570.7376940129443,,40,0,0,2016,2,21,3,2015,3,25,6,,,,-1
,,,3.0,3,0,0,9,0,0,0,8.0,620.8720299070594,,48,0,0,2016,1,22,0,2015,4,1,6,,,,-1
,,,1.0,2,0,0,3,0,0,0,3.0,560.8305710044189,,43,0,0,2016,9,6,5,2016,5,11,6,,,,-1
,,,0.0,3,0,0,1,0,0,0,2.0,584.0269018411319,,36,0,0,2016,11,12,2,2016,8,15,1,,,,-1
,,,0.0,2,0,0,0,0,0,0,,501.5167968716976,,62,1,0,2016,8,15,1,2016,8,9,5,,,,-1
,,,1.0,2,0,0,6,0,0,0,5.0,620.602402020797,,50,0,0,2016,6,8,6,2015,10,9,0,,,,-1
,,,0.0,3,0,0,3,0,0,0,3.0,588.8430331756782,,61,0,0,2015,12,30,6,2015,9,24,4,,,,-1
,,,0.0,4,0,0,2,0,0,0,2.0,651.8450952630212,,44,0,0,2016,2,26,0,2015,11,25,6,,,,-1
,,,0.0,5,0,0,0,2,0,0,2.0,471.7064586820813,,40,0,1,2016,7,14,4,2016,5,8,3,,,,-1
,,,2.0,3,0,0,15,0,0,0,13.0,636.1997979122032,,50,0,0,2016,5,6,0,2015,2,23,1,,,,-1
,,,1.0,4,0,0,3,0,0,0,3.0,575.0702321088487,,35,0,0,2016,10,2,3,2016,4,1,0,,,,-1
1.0,0.0,0.0,0.0,2,0,0,4,3,0,0,6.0,461.7615420720168,,20,0,0,2016,10,4,5,2016,3,2,6,2016.0,9.0,6.0,5
1.0,0.0,0.0,1.0,3,0,0,4,0,0,0,3.0,601.9791121973982,,43,0,0,2016,10,26,6,2016,3,11,0,2016.0,6.0,13.0,1
,,,0.0,3,0,0,1,0,0,0,1.0,632.9521775533601,,35,0,0,2016,6,5,3,2016,4,19,5,,,,-1
,,,0.0,3,0,0,2,0,0,0,1.0,572.6966468517686,,35,0,1,2016,9,2,0,2016,7,2,2,,,,-1
,,,0.0,3,0,0,3,0,0,0,2.0,586.8941605661342,,36,1,0,2016,3,9,6,2015,12,8,5,,,,-1
,,,1.0,4,0,0,3,0,0,0,3.0,510.0563898518593,,22,1,0,2015,6,28,3,2015,3,30,1,,,,-1
,,,4.0,6,0,14,0,0,0,0,11.0,612.3230903950008,,33,0,0,2016,11,18,0,2015,12,7,1,,,,-1
1.0,0.0,0.0,1.0,5,0,0,0,11,0,0,11.0,483.6745767811902,,22,1,0,2016,9,16,0,2015,9,15,5,2015.0,11.0,20.0,0
,,,3.0,3,0,4,6,4,0,0,9.0,568.5862671698527,,54,0,0,2016,8,20,2,2015,11,7,2,,,,-1
,,,3.0,2,0,0,6,1,0,0,6.0,653.280525761654,,28,0,0,2016,9,23,0,2016,2,24,6,,,,-1
1.0,1.0,1.0,0.0,3,0,0,2,2,0,0,3.0,576.5878472242539,,34,0,0,2016,10,24,1,2015,4,19,3,2015.0,7.0,20.0,1
,,,1.0,4,0,0,3,0,0,0,3.0,609.6813930872381,,24,0,1,2016,5,25,6,2016,2,12,0,,,,-1
2.0,1.0,0.0,2.0,3,0,0,13,0,0,0,12.0,515.1854410695331,,26,0,0,2016,5,15,3,2015,2,12,4,2015.0,8.0,14.0,0
,,,0.0,0,0,0,2,0,0,0,2.0,626.1964441332337,,53,0,0,2016,9,8,4,2016,6,29,6,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,627.0548438959104,,35,0,0,2015,4,29,6,2015,3,28,2,,,,-1
,,,2.0,6,0,12,0,0,0,0,12.0,603.0613445656762,,23,1,0,2016,10,18,5,2015,9,25,0,,,,-1
1.0,1.0,1.0,0.0,7,0,0,2,0,0,0,2.0,609.9052256928397,,49,1,0,2016,7,14,4,2016,4,16,2,2016.0,5.0,20.0,0
,,,0.0,-1,0,0,2,0,0,0,2.0,510.8898064892152,,26,1,1,2016,4,11,1,2016,1,20,6,,,,-1
,,,0.0,2,0,0,0,0,0,0,,495.00045131229433,,31,1,1,2016,5,9,1,2016,5,7,2,,,,-1
1.0,1.0,0.0,1.0,3,0,5,0,0,1,0,3.0,,,45,1,1,2016,1,8,0,2015,5,5,5,2015.0,6.0,6.0,2
,,,0.0,3,0,0,5,0,0,0,5.0,585.9929698540457,,29,0,0,2016,3,15,5,2015,9,28,1,,,,-1
,,,0.0,3,0,0,2,0,0,0,2.0,569.9124686741974,,43,1,0,2016,11,5,2,2016,8,30,5,,,,-1
,,,1.0,3,0,0,7,0,0,0,7.0,612.0761708499806,,28,1,0,2016,11,16,6,2016,3,25,0,,,,-1
,,,0.0,5,0,0,1,0,0,0,1.0,470.7509922508909,,30,0,0,2016,8,11,4,2016,7,3,3,,,,-1
,,,0.0,2,0,0,1,0,0,0,1.0,602.5080209000413,,53,0,0,2016,6,19,3,2016,5,2,1,,,,-1
3.0,0.0,0.0,1.0,3,0,2,5,0,0,0,6.0,576.9286089663839,,23,0,0,2016,3,21,1,2015,3,10,5,2015.0,6.0,13.0,2
,,,0.0,6,0,0,1,0,0,0,,658.3856848451719,,59,0,0,2016,5,31,5,2016,5,5,4,,,,-1
,,,0.0,7,0,0,0,0,0,0,,549.9549933423943,,60,1,0,2016,10,16,3,2016,10,11,5,,,,-1
,,,,3,0,0,0,0,0,0,,618.2204240524505,,23,0,0,2015,11,11,6,2015,11,10,5,,,,-1
,,,0.0,3,0,0,0,0,0,0,,604.5935658711237,,31,0,0,2015,8,29,2,2015,8,14,0,,,,-1
,,,0.0,4,0,0,1,0,0,0,1.0,619.6558545510832,,42,0,0,2016,9,18,3,2016,7,30,2,,,,-1
,,,3.0,3,0,0,6,1,0,0,6.0,600.5436816987657,,25,0,0,2016,9,14,6,2016,2,28,3,,,,-1
,,,2.0,3,0,0,5,0,0,0,5.0,632.9521775533601,,24,0,0,2016,4,9,2,2015,10,19,1,,,,-1
,,,2.0,3,0,0,13,0,0,0,11.0,517.8026289496404,,35,0,0,2016,10,2,3,2015,8,8,2,,,,-1
,,,1.0,2,0,0,0,0,0,0,1.0,568.1234134839351,,28,0,0,2016,5,6,0,2016,3,16,6,,,,-1
,,,1.0,3,0,0,4,0,0,0,3.0,667.0326207042526,,63,0,0,2016,6,10,0,2015,10,23,0,,,,-1
,,,3.0,2,0,0,1,9,0,0,10.0,,,27,0,0,2016,9,23,0,2015,11,12,4,,,,-1
,,,2.0,5,0,0,5,0,0,0,6.0,601.9791121973982,,39,0,0,2016,9,22,4,2015,10,11,3,,,,-1
,,,0.0,2,0,0,1,0,0,0,1.0,445.80550164482224,,37,1,0,2016,6,22,6,2016,4,27,6,,,,-1
,,,2.0,3,0,0,10,0,0,0,8.0,517.8026289496404,,35,0,0,2016,6,29,6,2015,8,8,2,,,,-1
,,,10.0,4,0,0,18,0,0,0,17.0,527.1400663329579,,21,1,0,2016,9,8,4,2015,3,8,3,,,,-1
,,,1.0,6,0,0,4,0,0,0,1.0,658.3856848451719,,59,0,0,2016,7,1,0,2016,5,5,4,,,,-1
,,,1.0,5,0,0,6,0,0,0,6.0,557.2451954997886,,30,1,0,2016,9,10,2,2016,1,8,0,,,,-1
,,,0.0,7,0,0,6,0,0,0,5.0,634.3876080519926,,26,0,0,2016,9,9,0,2016,3,14,1,,,,-1
,,,10.0,4,0,0,16,0,0,0,16.0,527.1400663329579,,21,1,0,2016,7,23,2,2015,3,8,3,,,,-1
1.0,1.0,1.0,0.0,2,0,0,0,7,0,0,7.0,582.8206350320019,,35,0,0,2016,5,7,2,2015,9,20,3,2016.0,3.0,20.0,3
,,,1.0,0,0,0,3,0,0,0,3.0,572.6966468517686,,27,0,0,2015,11,6,0,2015,7,15,6,,,,-1
,,,0.0,5,0,0,4,0,0,0,2.0,677.4978576974895,,57,0,0,2016,2,13,2,2015,11,23,1,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,506.7532551657424,,27,1,0,2015,10,10,2,2015,9,9,6,,,,-1
,,,2.0,0,0,0,9,0,0,0,9.0,629.2870264314199,,31,1,0,2016,1,27,6,2015,4,4,2,,,,-1
,,,0.0,2,0,0,7,0,0,0,5.0,597.9347875322077,,58,0,0,2016,1,11,1,2015,7,9,4,,,,-1
,,,1.0,3,0,0,6,0,0,0,7.0,495.3246363509498,,20,1,0,2015,12,25,0,2015,5,20,6,,,,-1
,,,0.0,4,0,0,2,0,0,0,1.0,653.280525761654,,38,0,0,2015,11,9,1,2015,9,14,1,,,,-1
,,,1.0,4,0,0,5,0,0,0,6.0,611.9263300272063,,33,0,0,2016,12,17,2,2016,5,2,1,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,607.7498570271673,,23,0,0,2016,4,24,3,2016,3,11,0,,,,-1
,,,1.0,5,2,0,0,6,0,0,6.0,549.4375369608166,,31,0,0,2016,7,24,3,2016,1,2,2,,,,-1
,,,0.0,1,1,0,0,0,0,0,1.0,609.6813930872381,,41,0,0,2015,12,5,2,2015,10,11,3,,,,-1
,,,5.0,3,0,0,1,12,0,0,13.0,612.2197381784796,,30,0,0,2016,12,24,2,2015,11,21,2,,,,-1
,,,0.0,3,0,0,2,0,0,0,2.0,660.2021568141878,,53,1,0,2015,4,10,0,2015,2,11,6,,,,-1
,,,0.0,4,0,0,0,0,0,0,,495.92379061791695,,52,0,0,2016,10,15,2,2016,10,13,4,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,505.6853291224566,,37,0,1,2016,9,4,3,2016,7,13,6,,,,-1
,,,3.0,2,0,0,6,0,0,0,7.0,514.4207172746949,,36,0,0,2016,9,15,4,2016,1,18,1,,,,-1
,,,1.0,3,0,0,3,0,0,0,3.0,649.8367453331134,,57,0,0,2016,3,26,2,2015,10,25,3,,,,-1
,,,0.0,0,0,0,1,0,0,0,,609.6813930872381,,39,0,0,2016,8,18,4,2016,7,30,2,,,,-1
,,,1.0,4,0,0,6,0,0,0,6.0,603.3819679780929,,50,1,0,2016,11,24,4,2015,8,15,2,,,,-1
,,,1.0,5,0,0,0,2,0,0,3.0,576.8552584655729,,28,0,0,2016,3,15,5,2015,12,3,4,,,,-1
1.0,1.0,0.0,1.0,6,0,0,3,0,0,0,3.0,590.9086256645409,,30,0,0,2016,7,28,4,2016,4,20,6,2016.0,5.0,20.0,0
,,,2.0,3,0,17,1,0,0,0,15.0,630.0097412955322,,45,0,0,2016,8,24,6,2015,4,22,6,,,,-1
,,,0.0,4,0,0,4,0,0,0,4.0,584.0614337939747,,24,0,0,2016,5,5,4,2015,12,7,1,,,,-1
,,,0.0,3,0,0,2,0,0,0,2.0,610.3941087217587,,31,1,0,2016,11,6,3,2016,9,6,5,,,,-1
,,,1.0,6,0,5,0,0,0,0,3.0,549.9945004103366,,34,0,0,2016,1,3,3,2015,4,23,4,,,,-1
2.0,0.0,0.0,2.0,5,0,0,5,0,0,0,5.0,603.3664206627177,,32,0,0,2016,6,17,0,2016,1,20,6,2016.0,3.0,20.0,3
,,,0.0,3,0,0,0,0,0,0,,573.6545630986216,,32,0,0,2016,10,28,0,2016,10,22,2,,,,-1
,,,1.0,3,0,0,3,0,0,0,3.0,578.2906889642055,,27,0,0,2016,8,12,0,2015,7,4,2,,,,-1
,,,2.0,3,0,0,3,3,0,0,7.0,578.7641599414397,,22,0,0,2016,12,19,1,2016,4,1,0,,,,-1
,,,0.0,4,0,0,2,0,0,0,2.0,619.6558545510832,,28,0,0,2016,11,20,3,2016,9,14,6,,,,-1
2.0,0.0,0.0,1.0,3,0,0,6,0,0,0,7.0,,,18,0,1,2016,3,4,0,2015,7,11,2,2015.0,12.0,13.0,3
,,,2.0,6,0,0,5,0,0,0,7.0,577.9936064445881,,42,0,0,2016,2,26,0,2015,6,15,1,,,,-1
,,,0.0,6,0,0,0,3,0,0,3.0,629.3838172382349,,37,0,0,2016,7,22,0,2016,4,13,6,,,,-1
1.0,1.0,0.0,0.0,3,0,0,6,0,0,0,5.0,619.6901332286589,,55,0,0,2016,3,26,2,2015,9,28,1,2016.0,3.0,1.0,5
,,,1.0,3,0,0,4,0,0,0,6.0,634.3876080519926,,26,0,0,2016,11,21,1,2015,6,21,3,,,,-1
,,,2.0,0,0,0,9,0,0,0,9.0,658.6049399878282,,52,0,0,2016,10,6,4,2015,9,15,5,,,,-1
1.0,1.0,1.0,0.0,2,0,2,0,1,0,0,3.0,512.7945441397102,,31,0,0,2016,7,19,5,2016,3,17,4,2016.0,6.0,20.0,1
2.0,2.0,0.0,2.0,3,0,3,5,0,0,0,7.0,627.0548438959104,,42,0,0,2016,10,8,2,2015,3,20,0,2016.0,6.0,20.0,1
,,,1.0,3,0,0,3,0,0,0,3.0,601.9791121973982,,29,0,0,2016,8,27,2,2016,4,20,6,,,,-1
,,,1.0,6,0,0,0,1,0,0,2.0,568.1234134839351,,35,0,0,2016,2,18,4,2015,12,1,5,,,,-1
,,,0.0,4,0,0,0,1,0,0,1.0,473.1418891807138,,24,0,0,2016,12,4,3,2016,10,5,6,,,,-1
1.0,1.0,1.0,0.0,5,0,0,2,1,0,0,3.0,610.7843076798471,,23,0,0,2016,7,19,5,2016,1,31,3,2016.0,5.0,9.0,1
,,,4.0,6,0,0,4,0,0,0,3.0,612.4435707840813,,51,1,0,2016,2,27,2,2015,11,30,1,,,,-1
,,,2.0,3,0,0,6,0,0,0,6.0,572.6966468517686,,24,0,0,2016,3,24,4,2015,5,23,2,,,,-1
,,,3.0,3,0,0,9,0,0,0,8.0,659.8211153438044,,56,0,0,2016,10,13,4,2015,10,28,6,,,,-1
,,,1.0,4,0,0,3,0,0,0,3.0,540.3439832073377,,22,0,1,2016,9,29,4,2016,4,14,4,,,,-1
,,,,3,0,0,0,0,0,0,,577.5433136554443,,33,0,1,2015,4,1,6,2015,3,12,4,,,,-1
,,,0.0,2,0,0,0,2,1,0,1.0,561.9994705238115,,28,1,1,2016,4,20,6,2016,3,12,2,,,,-1
,,,2.0,3,0,0,8,0,0,0,9.0,456.0192387499815,,34,0,0,2016,10,6,4,2015,10,8,4,,,,-1
,,,0.0,3,0,0,6,0,0,0,5.0,599.7184563600188,,23,1,0,2016,4,30,2,2015,11,11,6,,,,-1
,,,5.0,3,0,0,12,0,0,0,10.0,601.9791121973982,,38,0,0,2016,4,14,4,2015,5,22,0,,,,-1
,,,1.0,2,0,0,3,0,0,0,3.0,590.3764062184953,,35,0,0,2016,5,28,2,2015,5,26,5,,,,-1
,,,1.0,2,0,0,0,4,0,0,3.0,606.3144265285348,,34,0,0,2016,10,9,3,2016,5,12,4,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,450.25466964800376,,55,1,1,2015,10,24,2,2015,9,20,3,,,,-1
2.0,0.0,0.0,4.0,3,0,1,9,0,0,0,10.0,593.0895482667063,,41,0,0,2016,10,4,5,2015,8,30,3,2016.0,1.0,30.0,2
,,,1.0,6,0,0,6,0,0,0,5.0,557.7174340160099,,21,0,0,2016,9,24,2,2016,4,7,4,,,,-1
,,,0.0,4,0,0,2,0,0,0,2.0,491.1919417392991,,25,1,0,2016,8,16,5,2016,5,20,0,,,,-1
1.0,0.0,0.0,2.0,6,0,7,3,0,0,0,9.0,541.7794137059703,,19,0,0,2016,2,20,2,2015,5,13,6,2016.0,1.0,15.0,0
,,,1.0,3,0,3,0,0,0,0,3.0,557.6140817994885,,21,0,0,2016,4,9,2,2015,10,6,5,,,,-1
,,,0.0,2,0,0,0,6,0,0,5.0,557.4141273766304,,31,0,0,2016,9,6,5,2016,4,6,6,,,,-1
,,,3.0,0,0,0,10,0,0,0,8.0,634.3876080519926,,33,0,0,2015,12,29,5,2015,4,23,4,,,,-1
,,,1.0,0,0,0,6,0,0,0,6.0,585.6534318941028,,34,0,1,2016,3,30,6,2015,9,28,1,,,,-1
,,,4.0,3,0,0,14,0,0,0,12.0,600.8051791600897,,58,0,0,2016,10,14,0,2015,6,17,6,,,,-1
,,,1.0,2,0,0,7,0,0,0,7.0,563.5156481632588,,35,0,0,2016,5,9,1,2015,8,30,3,,,,-1
,,,3.0,3,0,0,10,0,0,0,10.0,588.5313149452869,,27,0,0,2016,8,5,0,2015,5,23,2,,,,-1
,,,2.0,1,0,0,0,10,0,0,8.0,566.6879829853025,,37,0,0,2016,8,6,2,2015,11,29,3,,,,-1
,,,1.0,1,0,0,7,0,0,0,8.0,600.5436816987657,,37,0,0,2016,9,20,5,2016,1,21,4,,,,-1
,,,1.0,7,0,0,6,0,0,0,6.0,618.2204240524505,,36,0,0,2016,10,22,2,2016,3,23,6,,,,-1
1.0,0.0,0.0,3.0,3,0,0,10,0,0,0,10.0,594.2269247222166,,40,1,0,2016,11,3,4,2015,11,13,0,2016.0,6.0,13.0,1
,,,3.0,4,0,0,9,0,0,0,6.0,490.59937639174257,,43,0,0,2016,4,19,5,2015,9,20,3,,,,-1
,,,1.0,3,0,0,7,0,0,0,7.0,646.2564395130357,,62,0,0,2016,2,22,1,2015,7,11,2,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,571.2612163531361,,31,0,0,2015,12,19,2,2015,10,23,0,,,,-1
1.0,0.0,0.0,5.0,3,0,0,12,0,0,0,10.0,594.9496395863288,,48,0,0,2016,9,29,4,2015,11,15,3,2016.0,6.0,20.0,1
2.0,2.0,0.0,1.0,6,0,0,13,0,0,0,10.0,564.5378156150529,,34,1,0,2016,8,28,3,2015,10,30,0,2015.0,11.0,30.0,1
,,,4.0,2,0,0,3,0,0,0,6.0,593.9059680044314,,26,0,0,2016,10,16,3,2016,3,7,1,,,,-1
,,,0.0,3,0,0,1,0,0,0,,588.4144363666293,,38,0,0,2016,11,18,0,2016,11,11,0,,,,-1
,,,1.0,3,0,0,4,0,0,0,4.0,571.2612163531361,,31,0,0,2016,3,25,0,2015,10,23,0,,,,-1
,,,0.0,1,0,0,1,0,0,0,1.0,615.275435199675,,31,0,0,2016,3,26,2,2016,2,14,3,,,,-1
,,,1.0,1,0,0,0,4,0,0,4.0,535.1071894046927,,43,1,0,2016,8,27,2,2016,4,8,0,,,,-1
,,,3.0,3,0,0,8,0,0,0,6.0,600.8051791600897,,58,0,0,2016,3,17,4,2015,6,17,6,,,,-1
,,,0.0,3,0,0,5,0,0,0,5.0,677.4978576974895,,52,0,0,2016,4,21,4,2015,10,29,4,,,,-1
